x,y,z,synthetic,overlap,withheld,return_number,intensity,classification,scanner_channel,edge_of_flight_line,scan_angle,pc_ID,key_point,gps_time,scan_direction_flag,label_semantikarto,probability,point_source_id,user_data,number_of_returns,cluster_label
56.13438035024281,0.5916174998216195,3.3571118002882754,0,0,0,0,56315,5,0,0,0,2.0,0,48145.85640456314,0,1,0.9911683797836304,0,0,0,0
56.11678695008738,0.5589507998345586,3.364204699631879,0,0,0,0,57131,5,0,0,0,2.0,0,48145.86128737564,0,1,0.9936400055885315,0,0,0,0
56.11696624969639,0.5699407002078021,3.356192399911955,0,0,0,0,56070,5,0,0,0,2.0,0,48145.86128737564,0,1,0.9936400055885315,0,0,0,0
56.124038649740235,0.5757954000296487,3.3441627997346446,0,0,0,0,57890,5,0,0,0,2.0,0,48145.86128737564,0,1,0.9911683797836304,0,0,0,0
56.148773150039716,0.5633162003039788,3.3340919994550284,0,0,0,0,57952,5,0,0,0,2.0,0,48145.86128737564,0,1,0.9911683797836304,0,0,0,0
56.165706650341264,0.5619826999785726,3.3210361999968585,0,0,0,0,57919,5,0,0,0,2.0,0,48145.86128737564,0,1,0.9911683797836304,0,0,0,0
56.18653865017922,0.5545779001472003,3.310973000264064,0,0,0,0,60388,5,0,0,0,2.0,0,48145.86128737564,0,1,0.951598048210144,0,0,0,0
56.14531704974312,0.5413633999396293,3.321125799742623,0,0,0,0,62525,5,0,0,0,2.0,0,48145.86617018814,0,1,0.9911683797836304,0,0,0,0
56.13959114994644,0.5574653996240397,3.3131288000902672,0,0,0,0,60940,5,0,0,0,2.0,0,48145.86617018814,0,1,0.9911683797836304,0,0,0,0
56.163398749988325,0.5490032000945109,3.3020570997516705,0,0,0,0,61295,5,0,0,0,2.0,0,48145.86617018814,0,1,0.951598048210144,0,0,0,0
56.17636104972814,0.5487469997621469,3.2910136000113877,0,0,0,0,63257,5,0,0,0,2.0,0,48145.86617018814,0,1,0.951598048210144,0,0,0,0
56.18924714982724,0.5444925000674591,3.2809742000222912,0,0,0,0,65535,5,0,0,0,2.0,0,48145.86617018814,0,1,0.951598048210144,0,0,0,0
56.05170434990723,0.557165100241219,3.353426299920403,0,0,0,0,56797,5,0,0,0,2.0,0,48145.87105300064,0,1,0.9936400055885315,0,0,0,0
56.05282974991231,0.5651366001912878,3.3454140002004786,0,0,0,0,57456,5,0,0,0,2.0,0,48145.87105300064,0,1,0.9936400055885315,0,0,0,0
56.1227912499129,0.5117945999857421,3.3322322998704594,0,0,0,0,61135,5,0,0,0,2.0,0,48145.87105300064,0,1,0.9863829612731934,0,0,0,0
56.13615414963612,0.5365132998293749,3.301161600416304,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87105300064,0,1,0.951598048210144,0,0,0,0
56.137310050285095,0.5464825002136978,3.2911475995523425,0,0,0,0,62542,5,0,0,0,2.0,0,48145.87105300064,0,1,0.951598048210144,0,0,0,0
56.186141950108336,0.54451620019181,3.248984199630406,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87105300064,0,1,0.8973355889320374,0,0,0,0
56.20400994967187,0.5391675999611791,3.2389296004063315,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87105300064,0,1,0.8973355889320374,0,0,0,0
56.0666808497452,0.502872200329653,3.352431099923039,0,0,0,0,64887,5,0,0,0,2.0,0,48145.87642409439,0,1,0.932898998260498,0,0,0,0
56.079639449704814,0.5026158999324798,3.341387600182756,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.932898998260498,0,0,0,0
56.0867233502143,0.508473700258678,3.3323576998320275,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.932898998260498,0,0,0,0
56.10854714978933,0.501048000236695,3.3202913998449386,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.932898998260498,0,0,0,0
56.115585350269484,0.5049052003181812,3.3102635003469985,0,0,0,0,65457,5,0,0,0,2.0,0,48145.87642409439,0,1,0.9416812062263489,0,0,0,0
56.109878550114914,0.52200600028136,3.3012656001709955,0,0,0,0,61912,5,0,0,0,2.0,0,48145.87642409439,0,1,0.9416812062263489,0,0,0,0
56.14934154985482,0.49524550038874093,3.290159500120852,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.9084710478782654,0,0,0,0
56.132083850203315,0.5385545000537811,3.268173100431592,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.951598048210144,0,0,0,0
56.133190150050034,0.545527299601799,3.2611620999190087,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.951598048210144,0,0,0,0
56.14715195023225,0.5452521999988251,3.250115199750674,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.8972748517990112,0,0,0,0
56.16499704970502,0.5389027998860674,3.2390616994620816,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.8972748517990112,0,0,0,0
56.19167325007004,0.5233854002595134,3.2279871000703806,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.8973355889320374,0,0,0,0
56.21741865026495,0.5118850000767335,3.2159122000392384,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.9202055931091309,0,0,0,0
56.24804685019281,0.4932959002806698,3.2078274002937333,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.9202055931091309,0,0,0,0
56.27180095020826,0.4818343000395688,3.196759099918522,0,0,0,0,65535,5,0,0,0,2.0,0,48145.87642409439,0,1,0.920617401599884,0,0,0,0
56.046504949828716,0.4952412999238551,3.3435071002768733,0,0,0,0,63078,5,0,0,0,2.0,0,48145.88130690689,0,1,0.932898998260498,0,0,0,0
