x,y,z,synthetic,overlap,withheld,return_number,intensity,classification,scanner_channel,edge_of_flight_line,scan_angle,pc_ID,key_point,gps_time,scan_direction_flag,label_semantikarto,probability,point_source_id,user_data,number_of_returns,cluster_label
18.53887174998026,-0.703445099638715,5.8706302007145705,0,0,0,0,37588,2,0,0,0,0.0,0,47096.73531081314,0,1,0.9985694885253906,0,0,0,0
18.552902250184534,-0.7072535999857731,5.884648199775313,0,0,0,0,25651,2,0,0,0,0.0,0,47096.73531081314,0,1,0.9970999956130981,0,0,0,0
18.479095449860623,-0.7262992000748935,5.8017087995456045,0,0,0,0,42321,2,0,0,0,0.0,0,47096.74019362564,0,1,0.9999308586120605,0,0,0,0
18.493133549757797,-0.730111700462205,5.814726700444348,0,0,0,0,40204,2,0,0,0,0.0,0,47096.74019362564,0,1,0.9999308586120605,0,0,0,0
18.578956649668186,-0.7120447999806515,5.8736721002634456,0,0,0,0,36633,2,0,0,0,0.0,0,47096.74019362564,0,1,0.9970999956130981,0,0,0,0
18.58400724993556,-0.7179643997122377,5.881696499546208,0,0,0,0,34490,2,0,0,0,0.0,0,47096.74019362564,0,1,0.9970999956130981,0,0,0,0
18.576194749926714,-0.7369971999998376,5.892770599956565,0,0,0,0,32491,2,0,0,0,0.0,0,47096.74019362564,0,1,0.9970999956130981,0,0,0,0
18.485839849977616,-0.698458799903319,5.744599200046834,0,0,0,0,41478,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999011754989624,0,0,0,0
18.4720458497891,-0.7205695998006706,5.7506841998178455,0,0,0,0,42001,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999011754989624,0,0,0,0
18.473159749878107,-0.7325116995220505,5.762731999244311,0,0,0,0,40674,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999011754989624,0,0,0,0
18.493141150164618,-0.7302543998390464,5.778727000262488,0,0,0,0,35756,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999011754989624,0,0,0,0
18.497245749655043,-0.7411674997057759,5.790771100317288,0,0,0,0,36443,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999308586120605,0,0,0,0
18.493484449960487,-0.766133500298212,5.808869599200294,0,0,0,0,37422,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999078512191772,0,0,0,0
18.547378549936653,-0.7554676997972593,5.844837899482492,0,0,0,0,38990,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999376535415649,0,0,0,0
18.5554580501097,-0.7643263003308381,5.860874700267317,0,0,0,0,41167,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999376535415649,0,0,0,0
18.548614449905493,-0.7803695000981906,5.866937000264102,0,0,0,0,43639,2,0,0,0,0.0,0,47096.74507643814,0,1,0.9999376535415649,0,0,0,0
