x_x,y_x,z_x,point_source_id,gps_time,pc_ID,classification,withheld,scan_angle,edge_of_flight_line,overlap,user_data,label_semantikarto,probability,return_number,scanner_channel,synthetic,intensity,number_of_returns,key_point,scan_direction_flag,cluster_label,x_y,y_y,z_y
51.91837120014362,-0.38860140026734014,2.825425700673379,0,55009.45893731851,2.0,5,0,0,0,0,0,1,0.6316635608673096,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.916463800076585,-0.4599973996617712,2.5962357996708345,0,55009.47895684976,2.0,5,0,0,0,0,0,1,0.8228906393051147,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.91642189995855,-0.4249949001082757,2.595328400183022,0,55009.48432794351,2.0,5,0,0,0,0,0,1,0.6025422215461731,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.91546820016426,-0.46390319977886163,2.5602255998216163,0,55009.48432794351,2.0,5,0,0,0,0,0,1,0.8228906393051147,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.92332260036683,-0.33397959985407966,2.5925699007500933,0,55009.49409356851,2.0,5,0,0,0,0,0,1,0.5898716449737549,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93903160028496,-0.05643930005657383,2.395304300706753,0,55014.71089044351,2.0,5,0,0,0,0,0,1,0.5389840006828308,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93609810017743,-0.1173894999085554,2.375142699544444,0,55014.71626153726,2.0,5,0,0,0,0,0,1,0.5181187987327576,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.939027800447825,-0.058743599671463254,2.510298299449009,0,55014.72114434976,2.0,5,0,0,0,0,0,1,0.5617897510528564,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.9341106001942,-0.13150269977944884,2.4171052997299043,0,55014.72114434976,2.0,5,0,0,0,0,0,1,0.4901072382926941,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.939142199850885,-0.15640450002562367,2.382039600532735,0,55014.72114434976,2.0,5,0,0,0,0,0,1,0.5181187987327576,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.94304460005816,-0.07781850017300723,2.5402485008654505,0,55014.72602716226,2.0,5,0,0,0,0,0,1,0.5351499319076538,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.9411563996467,-0.17349489975470328,2.41699460087873,0,55014.72602716226,2.0,5,0,0,0,0,0,1,0.5181187987327576,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.938028299745746,-0.06501459983549707,2.6122823993547404,0,55014.73139825601,2.0,5,0,0,0,0,0,1,0.49006837606430054,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93805119972119,-0.08494039976080692,2.5842294990151427,0,55014.73139825601,2.0,5,0,0,0,0,0,1,0.5351499319076538,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93722339979399,-0.2314488002086984,2.3978411001165663,0,55014.73139825601,2.0,5,0,0,0,0,0,1,0.8488351106643677,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93800919960744,-0.05119190015121883,2.679319000740215,0,55014.73628106851,2.0,5,0,0,0,0,0,1,0.49006837606430054,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.9420413999931,-0.07709749971624147,2.6452503992654406,0,55014.73628106851,2.0,5,0,0,0,0,0,1,0.49006837606430054,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93806650002236,-0.10003290014432403,2.6191893005296105,0,55014.73628106851,2.0,5,0,0,0,0,0,1,0.49006837606430054,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93214990001927,-0.1727983999632302,2.5279965999879686,0,55014.73628106851,2.0,5,0,0,0,0,0,1,0.5368833541870117,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.91820709999992,-0.22264949992430472,2.465863799918293,0,55014.73628106851,2.0,5,0,0,0,0,0,1,0.6429266929626465,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93902009982094,-0.06228339990404169,2.714289700412613,0,55014.74116388101,2.0,5,0,0,0,0,0,1,0.5070804357528687,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93410299956303,-0.13504779995107075,2.6230965008731237,0,55014.74116388101,2.0,5,0,0,0,0,0,1,0.49772870540618896,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.934190700110406,-0.2078013998717647,2.5299040001518662,0,55014.74116388101,2.0,5,0,0,0,0,0,1,0.5868743062019348,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93121529988484,-0.23072519971168226,2.499843199908594,0,55014.74116388101,2.0,5,0,0,0,0,0,1,0.6429266929626465,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93203159982646,-0.07337570011869438,2.746260200255808,0,55014.74604669351,2.0,5,0,0,0,0,0,1,0.5070804357528687,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.936086599713406,-0.12121230031378877,2.68613349965163,0,55014.74604669351,2.0,5,0,0,0,0,0,1,0.528340756893158,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.936113300004436,-0.1451301996492586,2.6550703992962483,0,55014.74604669351,2.0,5,0,0,0,0,0,1,0.49772870540618896,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.932142200349276,-0.16805510032337817,2.625009100055129,0,55014.74604669351,2.0,5,0,0,0,0,0,1,0.49772870540618896,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.932226200098334,-0.24081400018311566,2.5338163995134866,0,55014.74604669351,2.0,5,0,0,0,0,0,1,0.5868743062019348,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.932252899910914,-0.26472930000949757,2.501752899508516,0,55014.74604669351,2.0,5,0,0,0,0,0,1,0.6429266929626465,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.92107200017682,-0.11038490011416263,2.745161600302466,0,55014.75141778726,2.0,5,0,0,0,0,0,1,0.5070804357528687,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93209259960435,-0.12930400004242093,2.719111999870626,0,55014.75141778726,2.0,5,0,0,0,0,0,1,0.5296981334686279,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93612479999002,-0.15620690015357164,2.684041099407611,0,55014.75141778726,2.0,5,0,0,0,0,0,1,0.5296981334686279,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.9341525998295,-0.18012959960420843,2.653977500730468,0,55014.75141778726,2.0,5,0,0,0,0,0,1,0.49772870540618896,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.932176599831855,-0.2010575997837749,2.6259218008331304,0,55014.75141778726,2.0,5,0,0,0,0,0,1,0.49772870540618896,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93226430037923,-0.27580590012410533,2.5307240997415947,0,55014.75141778726,2.0,5,0,0,0,0,0,1,0.5868743062019348,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93240159975774,-0.3944058998286333,2.3794093997399033,0,55014.75141778726,2.0,5,0,0,0,0,0,1,0.8736604452133179,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93701359969511,-0.06262690027783568,2.8432894999171463,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.49046435952186584,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.928129200097636,-0.16131090000447346,2.720027500206367,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.5296981334686279,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93215369985641,-0.18422700011334525,2.689966799987438,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.5296981334686279,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93118089992381,-0.20814869991622897,2.659903100162082,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.5341295599937439,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.930215800139656,-0.23505699982496603,2.6248317996016945,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.5341295599937439,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.92523760010814,-0.2569935999697097,2.5987736004479487,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.5868743062019348,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.92726699973096,-0.27990670007299745,2.5667129000007174,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.5898716449737549,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93140599984541,-0.39850229989327335,2.4153987001207424,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.8736604452133179,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93142889982086,-0.4214228001519784,2.38533789987747,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.8736604452133179,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.92149159989613,-0.4742615999907833,2.32019770047362,0,55014.75630059976,2.0,5,0,0,0,0,0,1,0.8684626817703247,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.9420222998548,-0.0716927997659712,2.8702655999908706,0,55014.76118341226,2.0,5,0,0,0,0,0,1,0.4892188310623169,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.93805119972119,-0.09561510031359921,2.839202000637642,0,55014.76118341226,2.0,5,0,0,0,0,0,1,0.4892188310623169,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.92710679989856,-0.14547079987601136,2.7800693992733017,0,55014.76118341226,2.0,5,0,0,0,0,0,1,0.49710530042648315,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.927163999839316,-0.19230920026692994,2.718945099701144,0,55014.76118341226,2.0,5,0,0,0,0,0,1,0.5296981334686279,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.930189099848626,-0.21622119971535564,2.6868820998178897,0,55014.76118341226,2.0,5,0,0,0,0,0,1,0.5341295599937439,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.9282207000037,-0.24114119997770173,2.6558157009069205,0,55014.76118341226,2.0,5,0,0,0,0,0,1,0.5341295599937439,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
51.92724800006682,-0.26506280018762385,2.625752498955543,0,55014.76118341226,2.0,5,0,0,0,0,0,1,0.5341295599937439,0,0,0,65535,0,0,0,1,51.93153065309096,-0.2800851755931397,2.612553036791064
