x,y,z,label_semantikarto,number_of_returns,gps_time,edge_of_flight_line,synthetic,scanner_channel,return_number,scan_direction_flag,probability,withheld,intensity,classification,pc_ID,point_source_id,scan_angle,overlap,user_data,key_point,cluster_label
4.126308449769614,-0.36687339997636825,1.8439940002553286,1,0,53815.434834738924,0,0,0,0,0,0.7282560467720032,0,32068,5,1.0,0,0,0,0,0,0
4.115306850021615,-0.36487339951209086,1.838993899841419,1,0,53815.434834738924,0,0,0,0,0,0.7282560467720032,0,31543,5,1.0,0,0,0,0,0,0
4.104305250273616,-0.36187340020474246,1.83199390017749,1,0,53815.434834738924,0,0,0,0,0,0.7143775224685669,0,30761,5,1.0,0,0,0,0,0,0
4.094303149864402,-0.35987339974046506,1.8259938983848487,1,0,53815.434834738924,0,0,0,0,0,0.6282811760902405,0,30099,5,1.0,0,0,0,0,0,0
4.08330914995703,-0.35987339974046506,1.8169936007563763,1,0,53815.434834738924,0,0,0,0,0,0.6282811760902405,0,29523,5,1.0,0,0,0,0,0,0
4.072307550209031,-0.35487339996883926,1.8109939994988724,1,0,53815.434834738924,0,0,0,0,0,0.6282811760902405,0,28778,5,1.0,0,0,0,0,0,0
4.0573081499543795,-0.3488733999650748,1.8049939995268454,1,0,53815.434834738924,0,0,0,0,0,0.6282811760902405,0,27884,5,1.0,0,0,0,0,0,0
4.045307149989882,-0.34687340019533125,1.798993899421034,1,0,53815.434834738924,0,0,0,0,0,0.6282811760902405,0,28030,5,1.0,0,0,0,0,0,0
4.034305550241883,-0.34287339996131033,1.7959936982571443,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28322,5,1.0,0,0,0,0,0,0
4.022304549812024,-0.33887340042182323,1.7869937993431955,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28093,5,1.0,0,0,0,0,0,0
4.013309449925297,-0.33887340042182323,1.7799938998130505,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28168,5,1.0,0,0,0,0,0,0
4.003307350446807,-0.33887340042182323,1.773993799707239,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28529,5,1.0,0,0,0,0,0,0
3.9953040500052257,-0.33887340042182323,1.7669938000433096,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28666,5,1.0,0,0,0,0,0,0
3.987308449922646,-0.34187339972917163,1.7609938000712826,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28594,5,1.0,0,0,0,0,0,0
3.980304649750574,-0.34287339996131033,1.7539937985867393,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28737,5,1.0,0,0,0,0,0,0
3.9733085499375043,-0.34287339996131033,1.7479938004353262,1,0,53815.434834738924,0,0,0,0,0,0.5269559025764465,0,28871,5,1.0,0,0,0,0,0,0
3.965305350014297,-0.34787340042746995,1.7379935996075075,1,0,53815.434834738924,0,0,0,0,0,0.5201277732849121,0,28940,5,1.0,0,0,0,0,0,0
3.958309150148215,-0.34787340042746995,1.7309935999435786,1,0,53815.434834738924,0,0,0,0,0,0.5201277732849121,0,29669,5,1.0,0,0,0,0,0,0
3.9493064499554986,-0.34787340042746995,1.725994000198591,1,0,53815.434834738924,0,0,0,0,0,0.5201277732849121,0,30756,5,1.0,0,0,0,0,0,0
3.9413032500322913,-0.34787340042746995,1.7189939987140472,1,0,53815.434834738924,0,0,0,0,0,0.5201277732849121,0,29918,5,1.0,0,0,0,0,0,0
4.259304050126372,-0.0768734000259296,2.15999399938896,1,0,53815.43983962174,0,0,0,0,0,0.974937379360199,0,50613,9,1.0,0,0,0,0,0,0
4.246303549892365,-0.0718734002543038,2.1539938992831487,1,0,53815.43983962174,0,0,0,0,0,0.974937379360199,0,51540,9,1.0,0,0,0,0,0,0
4.236309050254503,-0.07087340002216512,2.1479938993111216,1,0,53815.43983962174,0,0,0,0,0,0.974937379360199,0,52677,9,1.0,0,0,0,0,0,0
4.227306350527149,-0.07087340002216512,2.14199379920531,1,0,53815.43983962174,0,0,0,0,0,0.974937379360199,0,52977,9,1.0,0,0,0,0,0,0
4.216304749848424,-0.07087340002216512,2.1319935983774916,1,0,53815.43983962174,0,0,0,0,0,0.974937379360199,0,53480,9,1.0,0,0,0,0,0,0
4.2093086500353545,-0.06987339979002642,2.125993600226079,1,0,53815.43983962174,0,0,0,0,0,0.974937379360199,0,53367,9,1.0,0,0,0,0,0,0
4.198307050287355,-0.06987339979002642,2.1179936991834176,1,0,53815.43983962174,0,0,0,0,0,0.974937379360199,0,53502,9,1.0,0,0,0,0,0,0
4.19231035022542,-0.07087340002216512,2.111993599077606,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,54254,9,1.0,0,0,0,0,0,0
4.183307650032703,-0.07487339956165222,2.105993600926193,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,54527,9,1.0,0,0,0,0,0,0
4.177303249611767,-0.0758733997937909,2.0969937985048,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,54329,9,1.0,0,0,0,0,0,0
4.1713065504805575,-0.0808733995654167,2.0899937988408706,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,54088,9,1.0,0,0,0,0,0,0
4.165309850418623,-0.08187339979755538,2.0819938996188236,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,53752,9,1.0,0,0,0,0,0,0
4.160305050320208,-0.08587340003157631,2.076993799204914,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,53616,9,1.0,0,0,0,0,0,0
4.1543083502582725,-0.08887340003345856,2.065993600505808,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,53545,9,1.0,0,0,0,0,0,0
4.149303449641483,-0.09387340049961818,2.0599935987131666,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,53211,9,1.0,0,0,0,0,0,0
4.144306149796046,-0.09887340027124397,2.052993599049237,1,0,53815.43983962174,0,0,0,0,0,0.9934288859367371,0,53403,9,1.0,0,0,0,0,0,0
4.139308950003621,-0.10387340004286977,2.045993699519092,1,0,53815.43983962174,0,0,0,0,0,0.6185073256492615,0,53702,9,1.0,0,0,0,0,0,0
4.137310050448339,-0.10987340004663423,2.0369938006051433,1,0,53815.43983962174,0,0,0,0,0,0.6185073256492615,0,53102,9,1.0,0,0,0,0,0,0
4.129306750006757,-0.11487339981826003,2.028993901383096,1,0,53815.43983962174,0,0,0,0,0,0.6185073256492615,0,48041,9,1.0,0,0,0,0,0,0
4.1233100499448225,-0.11487339981826003,2.0229938995904546,1,0,53815.43983962174,0,0,0,0,0,0.6185073256492615,0,37509,9,1.0,0,0,0,0,0,0
4.122302949834685,-0.1258733995936503,2.012993698762636,1,0,53815.43983962174,0,0,0,0,0,0.6185073256492615,0,43710,9,1.0,0,0,0,0,0,0
4.12030404981404,-0.13287339982955348,2.004993799540589,1,0,53815.43983962174,0,0,0,0,0,0.902978241443634,0,51498,9,1.0,0,0,0,0,0,0
4.118305150258759,-0.13987339937092283,1.9979937998766601,1,0,53815.43983962174,0,0,0,0,0,0.902978241443634,0,53276,9,1.0,0,0,0,0,0,0
4.116306249772751,-0.14887340007110336,1.9879935990488415,1,0,53815.43983962174,0,0,0,0,0,0.902978241443634,0,53291,9,1.0,0,0,0,0,0,0
